text,label
"Authorities confirm sand washed away in Kolkata, dangerous conditions continue.",erosion
"Homes in Kerala are nonstop rainfall, #coastalstorm.",heavy_rain
"Maldives under shoreline collapse, rescue teams rushed in.",erosion
"Authorities confirm hurricane in Odisha, latest update.",cyclone
"Shoreline collapse hits Odisha, dangerous conditions continue.",erosion
"Urgent: Bay of Bengal experiences donations, roads blocked.",aid
Residents report sea waves crashing inland in Tamil Nadu #tsunami.,storm_surge
Residents report villagers relocated in Mumbai #alert.,evacuation
Residents report flash flood in Tamil Nadu widespread damage.,flooding
"Coastal region of Bay of Bengal is struggling with severe storm, emergency declared.",cyclone
"Urgent: Sri Lanka experiences helicopter rescue, breaking news.",rescue
"Coastal region of Gujarat is struggling with relief camps set up, roads blocked.",relief
"Authorities confirm high tide surge in Sri Lanka, casualties feared.",storm_surge
"Giant wave hits Andhra coast, latest update.",tsunami
"Breaking: Rough seas reported in Andaman Islands, people stranded.",ocean_conditions
Residents report rough seas in Kerala roads blocked.,ocean_conditions
Odisha faces distribution of aid as situation worsening.,relief
"Coastal region of Sri Lanka is struggling with cloudburst, roads blocked.",heavy_rain
"Urgent: West Bengal experiences stranded families, widespread damage.",distress
"Rip currents hits West Bengal, latest update.",ocean_conditions
"Authorities confirm clean water in Sri Lanka, situation worsening.",aid
Kerala faces nonstop rainfall as emergency declared.,heavy_rain
"Coastal region of Kolkata is struggling with giant wave, latest update.",tsunami
"West Bengal under strong winds, rescue teams rushed in.",wind
Residents report seawater rushing in in West Bengal people stranded.,tsunami
"Urgent: Kolkata experiences distribution of aid, widespread damage.",relief
Residents report rescue operations in Tamil Nadu widespread damage.,rescue
"Tsunami causes major disruption in Odisha, situation worsening.",tsunami
"Authorities confirm nonstop rainfall in Andaman Islands, situation worsening.",heavy_rain
"Tamil Nadu under cyclone, rescue teams rushed in.",cyclone
"Flash flood causes major disruption in Goa, authorities on high alert.",flooding
"Chennai under mass evacuation, rescue teams rushed in.",evacuation
"Authorities confirm people moved to shelters in Kolkata, casualties feared.",evacuation
Residents report emergency sheltering in Goa widespread damage.,evacuation
"Homes in Bay of Bengal are beach erosion, roads blocked.",erosion
"Homes in Goa are cloudburst, people stranded.",heavy_rain
"Tidal wave hits Andaman Islands, situation worsening.",tsunami
"Breaking: Cyclone reported in Kolkata, #cyclone.",cyclone
"Flood hits Sri Lanka, casualties feared.",flooding
"Strong winds causes major disruption in Mumbai, authorities on high alert.",wind
"Breaking: Sea waves crashing inland reported in Kerala, #cyclone.",storm_surge
"Coastal region of Kerala is struggling with seawater rushing in, latest update.",tsunami
"Urgent: Andaman Islands experiences helicopter rescue, emergency declared.",rescue
Chennai faces rescue operations as dangerous conditions continue.,rescue
Chennai faces helicopter rescue as dangerous conditions continue.,rescue
"Clean water causes major disruption in Odisha, casualties feared.",aid
Kerala faces strong winds as situation worsening.,wind
"Coastal region of Mumbai is struggling with waterlogging, roads blocked.",flooding
Residents report navy deployed in West Bengal widespread damage.,rescue
Residents report typhoon in Sri Lanka #tsunami.,cyclone
Chennai faces stranded families as casualties feared.,distress
"Kerala under people moved to shelters, rescue teams rushed in.",evacuation
"Kerala under seawater rushing in, rescue teams rushed in.",tsunami
Goa faces typhoon as situation worsening.,cyclone
"Giant wave causes major disruption in Sri Lanka, casualties feared.",tsunami
"Coastal region of Mumbai is struggling with emergency kitchens, widespread damage.",relief
Kerala faces torrential rain as emergency declared.,heavy_rain
"Authorities confirm villagers relocated in Odisha, dangerous conditions continue.",evacuation
"Homes in Chennai are cloudburst, people stranded.",heavy_rain
"Typhoon causes major disruption in Bay of Bengal, latest update.",cyclone
"Authorities confirm violent gusts in Kerala, authorities on high alert.",wind
"Coastal region of Maldives is struggling with volunteers helping, widespread damage.",relief
"Breaking: Volunteers helping reported in Andhra coast, latest update.",relief
"Volunteers helping hits Bay of Bengal, casualties feared.",relief
"Homes in Andaman Islands are giant wave, #coastalstorm.",tsunami
"Volunteers helping hits Goa, latest update.",relief
"Urgent: Kerala experiences tsunami, roads blocked.",tsunami
Andaman Islands faces cyclone as dangerous conditions continue.,cyclone
"Authorities confirm dunes destroyed in Mumbai, authorities on high alert.",erosion
"Breaking: High tide surge reported in Sri Lanka, widespread damage.",storm_surge
"Homes in Chennai are dangerous swell, widespread damage.",ocean_conditions
Residents report waterlogging in Tamil Nadu #staysafe.,flooding
"Sri Lanka under severe storm, rescue teams rushed in.",cyclone
"Authorities confirm people moved to shelters in Andhra coast, breaking news.",evacuation
"Breaking: Violent gusts reported in Kerala, people stranded.",wind
"Homes in Tamil Nadu are waterlogging, casualties feared.",flooding
Goa faces helicopter rescue as latest update.,rescue
"Coastal region of Andaman Islands is struggling with strong winds, breaking news.",wind
Chennai faces violent gusts as latest update.,wind
Residents report heavy rain in Goa widespread damage.,heavy_rain
"Urgent: West Bengal experiences rescue operations, people stranded.",rescue
"Homes in Kolkata are relief supplies, latest update.",aid
"Breaking: Emergency kitchens reported in Maldives, casualties feared.",relief
"Goa under dangerous swell, rescue teams rushed in.",ocean_conditions
"Breaking: Typhoon reported in Gujarat, roads blocked.",cyclone
"Authorities confirm severe storm in Andhra coast, dangerous conditions continue.",cyclone
"Maldives under typhoon, rescue teams rushed in.",cyclone
Kerala faces sand washed away as casualties feared.,erosion
"Homes in Bay of Bengal are rough seas, people stranded.",ocean_conditions
"Bay of Bengal under rough seas, rescue teams rushed in.",ocean_conditions
"West Bengal under urgent rescue needed, rescue teams rushed in.",distress
"Breaking: Please help reported in Kerala, roads blocked.",distress
"High tide surge hits Mumbai, latest update.",storm_surge
"Sand washed away hits Chennai, authorities on high alert.",erosion
"Andhra coast under helicopter rescue, rescue teams rushed in.",rescue
"Authorities confirm coastal flooding in Andaman Islands, emergency declared.",storm_surge
"Authorities confirm sand washed away in Maldives, dangerous conditions continue.",erosion
Residents report people moved to shelters in Maldives roads blocked.,evacuation
Tamil Nadu faces sand washed away as emergency declared.,erosion
"Coastal region of West Bengal is struggling with mass evacuation, #floods.",evacuation
Residents report distribution of aid in Andhra coast roads blocked.,relief
"Chennai under relief camps set up, rescue teams rushed in.",relief
"Authorities confirm cyclone in West Bengal, latest update.",cyclone
"Homes in Kerala are navy deployed, people stranded.",rescue
"Breaking: Sand washed away reported in Goa, #disaster.",erosion
"Coastal region of Tamil Nadu is struggling with please help, #cyclone.",distress
"Breaking: Seawater rushing in reported in Chennai, roads blocked.",tsunami
Residents report dunes destroyed in Goa roads blocked.,erosion
"Authorities confirm waterlogging in Mumbai, casualties feared.",flooding
"Authorities confirm rescue operations in Tamil Nadu, casualties feared.",rescue
"Homes in Bay of Bengal are rip currents, dangerous conditions continue.",ocean_conditions
"Homes in West Bengal are stranded families, people stranded.",distress
"Emergency sheltering causes major disruption in Mumbai, dangerous conditions continue.",evacuation
"Homes in Kerala are nonstop rainfall, #coastalstorm.",heavy_rain
"Coastal region of Gujarat is struggling with sand washed away, roads blocked.",erosion
Maldives faces emergency sheltering as situation worsening.,evacuation
"Authorities confirm severe storm in Goa, latest update.",cyclone
"Gale force winds hits Bay of Bengal, latest update.",wind
"Cyclone causes major disruption in Sri Lanka, dangerous conditions continue.",cyclone
Residents report storm surge in West Bengal widespread damage.,storm_surge
"Seawater rushing in causes major disruption in Maldives, casualties feared.",tsunami
Residents report beach erosion in Kerala roads blocked.,erosion
"Helicopter rescue hits Chennai, dangerous conditions continue.",rescue
"Homes in Kerala are rough seas, people stranded.",ocean_conditions
"Stormy winds causes major disruption in Chennai, breaking news.",wind
"Tamil Nadu under coast guard helping, rescue teams rushed in.",rescue
"Authorities confirm heavy rain in Tamil Nadu, emergency declared.",heavy_rain
"Urgent: Kerala experiences nonstop rainfall, situation worsening.",heavy_rain
"Rip currents causes major disruption in Chennai, breaking news.",ocean_conditions
"Coastal region of Odisha is struggling with helicopter rescue, widespread damage.",rescue
"Coastal region of Kolkata is struggling with giant wave, #staysafe.",tsunami
"Breaking: High tide surge reported in Kerala, people stranded.",storm_surge
"Coastal region of Kerala is struggling with swollen tides, widespread damage.",ocean_conditions
"Chennai under emergency kitchens, rescue teams rushed in.",relief
"Breaking: Please help reported in Chennai, widespread damage.",distress
"Breaking: Urgent rescue needed reported in Mumbai, #disaster.",distress
"Authorities confirm clean water in Kolkata, emergency declared.",aid
"Authorities confirm beach erosion in Goa, latest update.",erosion
"Coastal region of Gujarat is struggling with seawater rushing in, situation worsening.",tsunami
"Breaking: Severe storm reported in West Bengal, widespread damage.",cyclone
"Authorities confirm sea waves crashing inland in Gujarat, emergency declared.",storm_surge
Residents report distribution of aid in West Bengal roads blocked.,relief
"Coastal region of Andhra coast is struggling with sea waves crashing inland, situation worsening.",storm_surge
Residents report waterlogging in Sri Lanka people stranded.,flooding
Residents report tidal wave in West Bengal people stranded.,tsunami
"Homes in Kerala are high tide surge, widespread damage.",storm_surge
Kolkata faces shoreline collapse as dangerous conditions continue.,erosion
"Tidal wave causes major disruption in Gujarat, casualties feared.",tsunami
"Urgent: Bay of Bengal experiences nonstop rainfall, roads blocked.",heavy_rain
"Urgent: Gujarat experiences volunteers helping, #rescue.",relief
Residents report stranded families in Goa people stranded.,distress
"Distribution of aid causes major disruption in Kerala, dangerous conditions continue.",relief
"Urgent: Kerala experiences cloudburst, authorities on high alert.",heavy_rain
Residents report relief camps set up in Gujarat #prayforcoast.,relief
Residents report tidal wave in Mumbai roads blocked.,tsunami
"Coastal region of Kolkata is struggling with rough seas, widespread damage.",ocean_conditions
Residents report stranded families in Chennai #rescue.,distress
"Goa under navy deployed, rescue teams rushed in.",rescue
"Authorities confirm tsunami in Andhra coast, emergency declared.",tsunami
"Homes in Mumbai are typhoon, #staysafe.",cyclone
"Sri Lanka under stranded families, rescue teams rushed in.",distress
"Urgent: West Bengal experiences rescue operations, #prayforcoast.",rescue
"Sri Lanka under rough seas, rescue teams rushed in.",ocean_conditions
"Coastal region of Chennai is struggling with mass evacuation, roads blocked.",evacuation
"Authorities confirm waterlogging in Andhra coast, latest update.",flooding
"Homes in Bay of Bengal are violent gusts, casualties feared.",wind
"Breaking: High tide surge reported in Andaman Islands, people stranded.",storm_surge
"Chennai under emergency kitchens, rescue teams rushed in.",relief
Residents report cyclone in Chennai #cyclone.,cyclone
"Urgent rescue needed causes major disruption in Andaman Islands, situation worsening.",distress
"Breaking: Torrential rain reported in Bay of Bengal, casualties feared.",heavy_rain
"Kolkata under food packets, rescue teams rushed in.",aid
Goa faces typhoon as dangerous conditions continue.,cyclone
"Urgent: Goa experiences medical aid, situation worsening.",aid
"Authorities confirm high tide surge in Chennai, situation worsening.",storm_surge
"Rip currents causes major disruption in Goa, breaking news.",ocean_conditions
Andhra coast faces coastal flooding as latest update.,storm_surge
"Authorities confirm cyclone in Andaman Islands, dangerous conditions continue.",cyclone
"Authorities confirm coastal flooding in Maldives, dangerous conditions continue.",storm_surge
"Coastal region of Odisha is struggling with rip currents, #floods.",ocean_conditions
West Bengal faces dangerous swell as casualties feared.,ocean_conditions
"Authorities confirm storm surge in Andhra coast, casualties feared.",storm_surge
"Homes in Andaman Islands are relief camps set up, roads blocked.",relief
"Coastal region of Odisha is struggling with donations, roads blocked.",aid
"Urgent: Kerala experiences dangerous swell, #alert.",ocean_conditions
"Coastal region of Tamil Nadu is struggling with severe storm, roads blocked.",cyclone
Residents report dunes destroyed in Sri Lanka #disaster.,erosion
"Authorities confirm people moved to shelters in Tamil Nadu, situation worsening.",evacuation
"Coastal region of Tamil Nadu is struggling with coastal flooding, #cyclone.",storm_surge
Residents report emergency kitchens in Odisha emergency declared.,relief
Tamil Nadu faces seawater rushing in as dangerous conditions continue.,tsunami
"Nonstop rainfall causes major disruption in Tamil Nadu, breaking news.",heavy_rain
"Homes in Andaman Islands are swollen tides, people stranded.",ocean_conditions
"Urgent: Gujarat experiences gale force winds, widespread damage.",wind
"Rescue operations causes major disruption in Bay of Bengal, situation worsening.",rescue
"Homes in Mumbai are dunes destroyed, people stranded.",erosion
"Urgent: Odisha experiences seawater rushing in, roads blocked.",tsunami
"Urgent: Kerala experiences violent gusts, roads blocked.",wind
Gujarat faces flood as dangerous conditions continue.,flooding
"Homes in Andhra coast are coast guard helping, #disaster.",rescue
"Urgent: Sri Lanka experiences rip currents, widespread damage.",ocean_conditions
"Gujarat under relief camps set up, rescue teams rushed in.",relief
"Authorities confirm clean water in Bay of Bengal, authorities on high alert.",aid
"Coastal region of Andhra coast is struggling with coast guard helping, #prayforcoast.",rescue
"Heavy rain causes major disruption in Bay of Bengal, latest update.",heavy_rain
"Tamil Nadu under rough seas, rescue teams rushed in.",ocean_conditions
Goa faces storm surge as situation worsening.,storm_surge
"Breaking: Sos reported in Chennai, latest update.",distress
"Authorities confirm medical aid in West Bengal, situation worsening.",aid
"Kerala under urgent rescue needed, rescue teams rushed in.",distress
"Urgent: Kerala experiences villagers relocated, casualties feared.",evacuation
"Urgent: Maldives experiences high tide surge, people stranded.",storm_surge
"Urgent: Andaman Islands experiences waterlogging, #staysafe.",flooding
Odisha faces relief supplies as situation worsening.,aid
"Dangerous swell hits Sri Lanka, situation worsening.",ocean_conditions
"Coastal region of Odisha is struggling with shoreline collapse, roads blocked.",erosion
"Rip currents causes major disruption in Andaman Islands, authorities on high alert.",ocean_conditions
"Authorities confirm heavy rain in Mumbai, casualties feared.",heavy_rain
"Tropical depression causes major disruption in West Bengal, authorities on high alert.",cyclone
Residents report clean water in Goa roads blocked.,aid
"Urgent: Odisha experiences emergency kitchens, breaking news.",relief
"Coastal region of Andaman Islands is struggling with streets submerged, roads blocked.",flooding
"Authorities confirm dangerous swell in Andhra coast, latest update.",ocean_conditions
"Sea waves crashing inland hits Gujarat, latest update.",storm_surge
"Tamil Nadu under volunteers helping, rescue teams rushed in.",relief
"Urgent: Maldives experiences sand washed away, widespread damage.",erosion
"Kerala under emergency sheltering, rescue teams rushed in.",evacuation
"Beach erosion hits Odisha, emergency declared.",erosion
"Navy deployed hits Kolkata, breaking news.",rescue
Residents report medical aid in Tamil Nadu widespread damage.,aid
"Strong winds causes major disruption in Tamil Nadu, casualties feared.",wind
"Homes in Kolkata are coast guard helping, roads blocked.",rescue
"Andaman Islands under dunes destroyed, rescue teams rushed in.",erosion
"Breaking: High tide surge reported in Kerala, roads blocked.",storm_surge
"Coastal region of Andhra coast is struggling with cyclone, latest update.",cyclone
Residents report villagers relocated in Mumbai people stranded.,evacuation
"Authorities confirm urgent rescue needed in Chennai, casualties feared.",distress
"Food packets causes major disruption in West Bengal, emergency declared.",aid
"Kolkata under cloudburst, rescue teams rushed in.",heavy_rain
Goa faces nonstop rainfall as breaking news.,heavy_rain
Residents report rip currents in Chennai dangerous conditions continue.,ocean_conditions
"Homes in Mumbai are streets submerged, roads blocked.",flooding
"Sri Lanka under heavy rain, rescue teams rushed in.",heavy_rain
"Heavy rain causes major disruption in Sri Lanka, situation worsening.",heavy_rain
"Tamil Nadu under sand washed away, rescue teams rushed in.",erosion
"Homes in Gujarat are volunteers helping, roads blocked.",relief
"Homes in Andhra coast are relief camps set up, people stranded.",relief
Residents report violent gusts in Tamil Nadu #floods.,wind
Chennai faces rough seas as situation worsening.,ocean_conditions
"Homes in Tamil Nadu are donations, people stranded.",aid
"Breaking: Rescue operations reported in Odisha, roads blocked.",rescue
"Authorities confirm tsunami in Tamil Nadu, emergency declared.",tsunami
"Urgent: Chennai experiences emergency sheltering, widespread damage.",evacuation
"Stormy winds causes major disruption in Goa, dangerous conditions continue.",wind
"Coastal region of Kerala is struggling with tropical depression, #tsunami.",cyclone
"Coastal region of Bay of Bengal is struggling with food packets, widespread damage.",aid
"Tropical depression hits Mumbai, situation worsening.",cyclone
"Authorities confirm rough seas in Bay of Bengal, authorities on high alert.",ocean_conditions
"Coastal region of Chennai is struggling with stranded families, latest update.",distress
"Urgent: Kolkata experiences torrential rain, #disaster.",heavy_rain
Chennai faces strong winds as breaking news.,wind
"Authorities confirm cyclone in Andaman Islands, emergency declared.",cyclone
"Kerala under cloudburst, rescue teams rushed in.",heavy_rain
"Breaking: Nonstop rainfall reported in Gujarat, #coastalstorm.",heavy_rain
"Strong winds hits Goa, breaking news.",wind
"Violent gusts causes major disruption in Kerala, latest update.",wind
"Waterlogging causes major disruption in Goa, situation worsening.",flooding
"Breaking: Gale force winds reported in Bay of Bengal, roads blocked.",wind
"Urgent: Chennai experiences relief supplies, people stranded.",aid
Residents report shoreline collapse in Kolkata people stranded.,erosion
"Coastal region of Maldives is struggling with tsunami, roads blocked.",tsunami
"Coastal region of Sri Lanka is struggling with inundation, people stranded.",flooding
"Tamil Nadu under coast guard helping, rescue teams rushed in.",rescue
"Tidal wave hits Goa, latest update.",tsunami
"Homes in Andhra coast are relief supplies, roads blocked.",aid
"Tamil Nadu under seawater rushing in, rescue teams rushed in.",tsunami
"Breaking: Strong winds reported in Mumbai, widespread damage.",wind
"Coastal region of West Bengal is struggling with high tide surge, authorities on high alert.",storm_surge
Chennai faces gale force winds as dangerous conditions continue.,wind
Maldives faces gale force winds as situation worsening.,wind
"Breaking: Stormy winds reported in Andaman Islands, widespread damage.",wind
"Andhra coast under nonstop rainfall, rescue teams rushed in.",heavy_rain
"Andaman Islands under emergency kitchens, rescue teams rushed in.",relief
"Breaking: Emergency kitchens reported in Kerala, breaking news.",relief
"Coastal region of Kerala is struggling with heavy rain, authorities on high alert.",heavy_rain
Residents report giant wave in Chennai people stranded.,tsunami
"Homes in Kerala are heavy rain, breaking news.",heavy_rain
"Gujarat under torrential rain, rescue teams rushed in.",heavy_rain
"Homes in Sri Lanka are clean water, people stranded.",aid
"Authorities confirm cloudburst in West Bengal, emergency declared.",heavy_rain
"Homes in Gujarat are flash flood, widespread damage.",flooding
Residents report medical aid in Andaman Islands roads blocked.,aid
"Authorities confirm seawater rushing in in Bay of Bengal, situation worsening.",tsunami
"Maldives under mass evacuation, rescue teams rushed in.",evacuation
"Maldives under inundation, rescue teams rushed in.",flooding
"Homes in Mumbai are dangerous swell, people stranded.",ocean_conditions
"Rip currents causes major disruption in West Bengal, situation worsening.",ocean_conditions
"Authorities confirm rip currents in Chennai, situation worsening.",ocean_conditions
"Goa under medical aid, rescue teams rushed in.",aid
"Donations causes major disruption in Sri Lanka, dangerous conditions continue.",aid
"Homes in Tamil Nadu are strong winds, casualties feared.",wind
"Urgent: Chennai experiences volunteers helping, roads blocked.",relief
"Breaking: Cloudburst reported in Sri Lanka, widespread damage.",heavy_rain
"Urgent: Mumbai experiences strong winds, #disaster.",wind
"Authorities confirm streets submerged in Goa, dangerous conditions continue.",flooding
"Authorities confirm storm surge in Goa, authorities on high alert.",storm_surge
"Chennai under stormy winds, rescue teams rushed in.",wind
"Authorities confirm medical aid in Goa, breaking news.",aid
"Homes in Kolkata are stranded families, people stranded.",distress
"Swollen tides causes major disruption in Tamil Nadu, emergency declared.",ocean_conditions
"Tsunami causes major disruption in Andhra coast, dangerous conditions continue.",tsunami
"Homes in Andhra coast are giant wave, roads blocked.",tsunami
"Gujarat under helicopter rescue, rescue teams rushed in.",rescue
"Coastal region of Andaman Islands is struggling with stormy winds, people stranded.",wind
"Homes in Chennai are strong winds, roads blocked.",wind
"Coastal flooding hits Bay of Bengal, breaking news.",storm_surge
"Mumbai under rough seas, rescue teams rushed in.",ocean_conditions
"Urgent: Gujarat experiences people moved to shelters, roads blocked.",evacuation
"Authorities confirm volunteers helping in Andaman Islands, breaking news.",relief
"Coastal region of West Bengal is struggling with shoreline collapse, widespread damage.",erosion
"Homes in Maldives are helicopter rescue, emergency declared.",rescue
"Coastal region of Kerala is struggling with violent gusts, breaking news.",wind
"Breaking: Emergency sheltering reported in Gujarat, #prayforcoast.",evacuation
"Swollen tides hits Andaman Islands, casualties feared.",ocean_conditions
"Coastal region of Mumbai is struggling with tropical depression, roads blocked.",cyclone
"Coastal flooding hits Kolkata, dangerous conditions continue.",storm_surge
"Coastal region of Chennai is struggling with urgent rescue needed, casualties feared.",distress
"Homes in Mumbai are nonstop rainfall, widespread damage.",heavy_rain
"Coastal region of Chennai is struggling with relief supplies, widespread damage.",aid
"Tamil Nadu under nonstop rainfall, rescue teams rushed in.",heavy_rain
"Breaking: Distribution of aid reported in Goa, people stranded.",relief
"Homes in Bay of Bengal are giant wave, #coastalstorm.",tsunami
Residents report inundation in Andaman Islands breaking news.,flooding
"Giant wave hits Gujarat, authorities on high alert.",tsunami
"Hurricane causes major disruption in Kolkata, breaking news.",cyclone
"Coastal region of Andhra coast is struggling with emergency sheltering, people stranded.",evacuation
"Flash flood hits Gujarat, emergency declared.",flooding
"Homes in Chennai are tropical depression, breaking news.",cyclone
"Tamil Nadu under please help, rescue teams rushed in.",distress
"Breaking: Tropical depression reported in Andaman Islands, #rescue.",cyclone
"Breaking: Hurricane reported in Bay of Bengal, widespread damage.",cyclone
"Coastal region of Kolkata is struggling with distribution of aid, people stranded.",relief
Residents report gale force winds in Mumbai widespread damage.,wind
Residents report donations in Kolkata people stranded.,aid
"Sri Lanka under volunteers helping, rescue teams rushed in.",relief
"Authorities confirm emergency kitchens in Kolkata, emergency declared.",relief
"Please help causes major disruption in Kerala, situation worsening.",distress
"Coastal region of Kerala is struggling with helicopter rescue, widespread damage.",rescue
Odisha faces tidal wave as breaking news.,tsunami
"Authorities confirm SOS in West Bengal, emergency declared.",distress
"Tamil Nadu under volunteers helping, rescue teams rushed in.",relief
Andaman Islands faces giant wave as latest update.,tsunami
"Homes in Odisha are waterlogging, #staysafe.",flooding
"Authorities confirm people moved to shelters in Chennai, latest update.",evacuation
Tamil Nadu faces dunes destroyed as breaking news.,erosion
"Authorities confirm helicopter rescue in Andhra coast, situation worsening.",rescue
"Homes in Kerala are nonstop rainfall, widespread damage.",heavy_rain
"Authorities confirm villagers relocated in Odisha, latest update.",evacuation
Andaman Islands faces sea waves crashing inland as authorities on high alert.,storm_surge
"Goa under waterlogging, rescue teams rushed in.",flooding
Residents report streets submerged in Chennai people stranded.,flooding
"Authorities confirm helicopter rescue in Sri Lanka, casualties feared.",rescue
"Coastal region of Andhra coast is struggling with tidal wave, authorities on high alert.",tsunami
"Emergency sheltering causes major disruption in Maldives, authorities on high alert.",evacuation
Residents report heavy rain in Andhra coast roads blocked.,heavy_rain
"Homes in Bay of Bengal are typhoon, roads blocked.",cyclone
"Breaking: Donations reported in Andaman Islands, widespread damage.",aid
"Breaking: Gale force winds reported in Odisha, #rescue.",wind
Kolkata faces dangerous swell as breaking news.,ocean_conditions
"Sos causes major disruption in Bay of Bengal, breaking news.",distress
"Authorities confirm donations in Goa, emergency declared.",aid
"Coastal region of Mumbai is struggling with navy deployed, roads blocked.",rescue
Residents report dunes destroyed in Kerala #breaking.,erosion
"Coastal region of West Bengal is struggling with flood, situation worsening.",flooding
Kerala faces people moved to shelters as casualties feared.,evacuation
"Homes in Gujarat are torrential rain, people stranded.",heavy_rain
"Food packets causes major disruption in Odisha, emergency declared.",aid
"Homes in Andaman Islands are flash flood, casualties feared.",flooding
"Coastal flooding causes major disruption in Chennai, casualties feared.",storm_surge
Andaman Islands faces urgent rescue needed as dangerous conditions continue.,distress
"Authorities confirm cloudburst in Mumbai, dangerous conditions continue.",heavy_rain
"Breaking: Rescue operations reported in Gujarat, people stranded.",rescue
"Coastal region of Mumbai is struggling with beach erosion, #prayforcoast.",erosion
"Breaking: Stormy winds reported in Tamil Nadu, #staysafe.",wind
Residents report helicopter rescue in Goa widespread damage.,rescue
"Andhra coast under tidal wave, rescue teams rushed in.",tsunami
"Homes in Kerala are stranded families, people stranded.",distress
"Cyclone hits Andaman Islands, latest update.",cyclone
"Giant wave hits Andaman Islands, authorities on high alert.",tsunami
"Breaking: Emergency kitchens reported in Chennai, people stranded.",relief
"Mass evacuation causes major disruption in Andhra coast, latest update.",evacuation
"Navy deployed causes major disruption in Goa, authorities on high alert.",rescue
"Sri Lanka under gale force winds, rescue teams rushed in.",wind
"High tide surge causes major disruption in Odisha, breaking news.",storm_surge
"Seawater rushing in causes major disruption in Mumbai, breaking news.",tsunami
"Breaking: Rough seas reported in Kolkata, widespread damage.",ocean_conditions
"Breaking: Medical aid reported in Kerala, people stranded.",aid
"Authorities confirm medical aid in Sri Lanka, situation worsening.",aid
Residents report stormy winds in Mumbai widespread damage.,wind
"Breaking: Tidal wave reported in Andaman Islands, people stranded.",tsunami
"Kolkata under strong winds, rescue teams rushed in.",wind
"Mumbai under sand washed away, rescue teams rushed in.",erosion
"Coastal region of Goa is struggling with clean water, roads blocked.",aid
Residents report tropical depression in Kerala widespread damage.,cyclone
"Breaking: Rip currents reported in West Bengal, roads blocked.",ocean_conditions
"Breaking: Heavy rain reported in Chennai, #alert.",heavy_rain
"Coastal region of Bay of Bengal is struggling with beach erosion, roads blocked.",erosion
"Homes in Andhra coast are streets submerged, roads blocked.",flooding
Residents report sea waves crashing inland in Kolkata #staysafe.,storm_surge
"Urgent: Chennai experiences flood, #alert.",flooding
"Gujarat under sea waves crashing inland, rescue teams rushed in.",storm_surge
Andaman Islands faces hurricane as authorities on high alert.,cyclone
"Coastal region of Bay of Bengal is struggling with seawater rushing in, #floods.",tsunami
Residents report cyclone in Maldives people stranded.,cyclone
"Urgent rescue needed hits Tamil Nadu, emergency declared.",distress
Residents report emergency kitchens in West Bengal people stranded.,relief
"Dangerous swell causes major disruption in Gujarat, authorities on high alert.",ocean_conditions
"Helicopter rescue hits West Bengal, authorities on high alert.",rescue
"Homes in Kolkata are medical aid, #alert.",aid
"Authorities confirm mass evacuation in Sri Lanka, casualties feared.",evacuation
Andhra coast faces dunes destroyed as situation worsening.,erosion
"Authorities confirm tidal wave in Kolkata, casualties feared.",tsunami
"Authorities confirm rip currents in Chennai, breaking news.",ocean_conditions
"Swollen tides hits Mumbai, latest update.",ocean_conditions
"Urgent: Sri Lanka experiences sea waves crashing inland, roads blocked.",storm_surge
"Nonstop rainfall hits Maldives, latest update.",heavy_rain
Residents report volunteers helping in Gujarat breaking news.,relief
Residents report sand washed away in Bay of Bengal roads blocked.,erosion
Residents report streets submerged in Andhra coast casualties feared.,flooding
Goa faces dunes destroyed as casualties feared.,erosion
"Maldives under cloudburst, rescue teams rushed in.",heavy_rain
"Kolkata under gale force winds, rescue teams rushed in.",wind
Residents report donations in Chennai dangerous conditions continue.,aid
"Urgent: Andaman Islands experiences people moved to shelters, widespread damage.",evacuation
"Chennai under dangerous swell, rescue teams rushed in.",ocean_conditions
"Breaking: Torrential rain reported in Kerala, authorities on high alert.",heavy_rain
"Coastal flooding causes major disruption in Maldives, authorities on high alert.",storm_surge
"Breaking: Coastal flooding reported in Kolkata, widespread damage.",storm_surge
"Urgent: Tamil Nadu experiences navy deployed, widespread damage.",rescue
"Stormy winds hits Mumbai, situation worsening.",wind
"Homes in Andaman Islands are stormy winds, roads blocked.",wind
"Clean water hits Tamil Nadu, breaking news.",aid
"Volunteers helping causes major disruption in Bay of Bengal, breaking news.",relief
"Coastal region of Goa is struggling with coast guard helping, people stranded.",rescue
"Urgent: Maldives experiences cloudburst, #disaster.",heavy_rain
"Homes in Kerala are heavy rain, widespread damage.",heavy_rain
"Coastal region of Bay of Bengal is struggling with inundation, people stranded.",flooding
"West Bengal under heavy rain, rescue teams rushed in.",heavy_rain
Residents report coastal flooding in Mumbai people stranded.,storm_surge
"Andhra coast under rescue operations, rescue teams rushed in.",rescue
"Breaking: Coastal flooding reported in Kolkata, #cyclone.",storm_surge
"Urgent: Bay of Bengal experiences relief camps set up, people stranded.",relief
"Swollen tides hits West Bengal, authorities on high alert.",ocean_conditions
"Urgent: Sri Lanka experiences violent gusts, #breaking.",wind
"Breaking: Please help reported in Maldives, casualties feared.",distress
"Coast guard helping hits Tamil Nadu, authorities on high alert.",rescue
"Breaking: Violent gusts reported in Kerala, #prayforcoast.",wind
